STD_ZIP5,STUSPS,category,event_index
31519,GA,TSTM,1.0
31520,GA,TSTM,1.0
31521,GA,TSTM,1.0
31522,GA,TSTM,1.0
31523,GA,TSTM,1.0
31525,GA,TSTM,1.0
31527,GA,TSTM,1.0
31532,GA,TSTM,1.0
31533,GA,TSTM,1.0
31534,GA,TSTM,1.0
31535,GA,TSTM,1.0
31537,GA,TSTM,1.0
31539,GA,TSTM,1.0
31542,GA,TSTM,1.0
31543,GA,TSTM,1.0
31544,GA,TSTM,1.0
31545,GA,TSTM,1.0
31546,GA,TSTM,1.0
31547,GA,TSTM,1.0
31548,GA,TSTM,1.0
31549,GA,TSTM,1.0
31550,GA,TSTM,1.0
31551,GA,TSTM,1.0
31552,GA,TSTM,1.0
31553,GA,TSTM,1.0
31554,GA,TSTM,1.0
31555,GA,TSTM,1.0
31557,GA,TSTM,1.0
31558,GA,TSTM,1.0
31560,GA,TSTM,1.0
31561,GA,TSTM,1.0
31562,GA,TSTM,1.0
31563,GA,TSTM,1.0
31565,GA,TSTM,1.0
31566,GA,TSTM,1.0
31567,GA,TSTM,1.0
31568,GA,TSTM,1.0
31569,GA,TSTM,1.0
31598,GA,TSTM,1.0
31601,GA,TSTM,1.0
31602,GA,TSTM,1.0
31603,GA,TSTM,1.0
31604,GA,TSTM,1.0
31605,GA,TSTM,1.0
31606,GA,TSTM,1.0
31620,GA,TSTM,1.0
31622,GA,TSTM,1.0
31623,GA,TSTM,1.0
31624,GA,TSTM,1.0
31625,GA,TSTM,1.0
31626,GA,TSTM,1.0
31629,GA,TSTM,1.0
31630,GA,TSTM,1.0
31631,GA,TSTM,1.0
31632,GA,TSTM,1.0
31634,GA,TSTM,1.0
31635,GA,TSTM,1.0
31636,GA,TSTM,1.0
31637,GA,TSTM,1.0
31638,GA,TSTM,1.0
31639,GA,TSTM,1.0
31641,GA,TSTM,1.0
31642,GA,TSTM,1.0
31643,GA,TSTM,1.0
31645,GA,TSTM,1.0
31647,GA,TSTM,1.0
31648,GA,TSTM,1.0
31649,GA,TSTM,1.0
31650,GA,TSTM,1.0
31699,GA,TSTM,1.0
31701,GA,TSTM,1.0
31702,GA,TSTM,1.0
31703,GA,TSTM,1.0
31705,GA,TSTM,1.0
31706,GA,TSTM,1.0
31707,GA,TSTM,1.0
31708,GA,TSTM,1.0
31709,GA,TSTM,1.0
31711,GA,TSTM,1.0
31712,GA,TSTM,1.0
31714,GA,TSTM,1.0
31716,GA,TSTM,1.0
31719,GA,TSTM,1.0
31720,GA,TSTM,1.0
31721,GA,TSTM,1.0
31727,GA,TSTM,1.0
31730,GA,TSTM,1.0
31733,GA,TSTM,1.0
31735,GA,TSTM,1.0
31738,GA,TSTM,1.0
31743,GA,TSTM,1.0
31744,GA,TSTM,1.0
31747,GA,TSTM,1.0
31749,GA,TSTM,1.0
31750,GA,TSTM,1.0
31756,GA,TSTM,1.0
31757,GA,TSTM,1.0
31758,GA,TSTM,1.0
31763,GA,TSTM,1.0
31764,GA,TSTM,1.0
31765,GA,TSTM,1.0
31768,GA,TSTM,1.0
31771,GA,TSTM,1.0
31772,GA,TSTM,1.0
31773,GA,TSTM,1.0
31774,GA,TSTM,1.0
31775,GA,TSTM,1.0
31776,GA,TSTM,1.0
31778,GA,TSTM,1.0
31779,GA,TSTM,1.0
31780,GA,TSTM,1.0
31781,GA,TSTM,1.0
31783,GA,TSTM,1.0
31784,GA,TSTM,1.0
31787,GA,TSTM,1.0
31788,GA,TSTM,1.0
31789,GA,TSTM,1.0
31790,GA,TSTM,1.0
31791,GA,TSTM,1.0
31792,GA,TSTM,1.0
31793,GA,TSTM,1.0
31794,GA,TSTM,1.0
31795,GA,TSTM,1.0
31796,GA,TSTM,1.0
31798,GA,TSTM,1.0
31799,GA,TSTM,1.0
31801,GA,TSTM,1.0
31803,GA,TSTM,1.0
31804,GA,TSTM,1.0
31805,GA,TSTM,1.0
31806,GA,TSTM,1.0
31807,GA,TSTM,1.0
31808,GA,TSTM,1.0
31811,GA,TSTM,1.0
31812,GA,TSTM,1.0
31815,GA,TSTM,1.0
31816,GA,TSTM,1.0
31820,GA,TSTM,1.0
31821,GA,TSTM,1.0
31822,GA,TSTM,1.0
31823,GA,TSTM,1.0
31824,GA,TSTM,1.0
31825,GA,TSTM,1.0
31826,GA,TSTM,1.0
31827,GA,TSTM,1.0
31829,GA,TSTM,1.0
31830,GA,TSTM,1.0
31831,GA,TSTM,1.0
31832,GA,TSTM,1.0
31833,GA,TSTM,1.0
31836,GA,TSTM,1.0
31901,GA,TSTM,1.0
31902,GA,TSTM,1.0
31903,GA,TSTM,1.0
31904,GA,TSTM,1.0
31905,GA,TSTM,1.0
31906,GA,TSTM,1.0
31907,GA,TSTM,1.0
31908,GA,TSTM,1.0
31909,GA,TSTM,1.0
31914,GA,TSTM,1.0
31917,GA,TSTM,1.0
31995,GA,TSTM,1.0
32003,FL,TSTM,1.0
32004,FL,TSTM,1.0
32006,FL,TSTM,1.0
32008,FL,TSTM,1.0
32009,FL,TSTM,1.0
32011,FL,TSTM,1.0
32024,FL,TSTM,1.0
32025,FL,TSTM,1.0
32033,FL,TSTM,1.0
32034,FL,TSTM,1.0
32035,FL,TSTM,1.0
32038,FL,TSTM,1.0
32040,FL,TSTM,1.0
32041,FL,TSTM,1.0
32043,FL,TSTM,1.0
32044,FL,TSTM,1.0
32046,FL,TSTM,1.0
32050,FL,TSTM,1.0
32052,FL,TSTM,1.0
32053,FL,TSTM,1.0
32054,FL,TSTM,1.0
32055,FL,TSTM,1.0
32056,FL,TSTM,1.0
32058,FL,TSTM,1.0
32059,FL,TSTM,1.0
32060,FL,TSTM,1.0
32061,FL,TSTM,1.0
32062,FL,TSTM,1.0
32063,FL,TSTM,1.0
32064,FL,TSTM,1.0
32065,FL,TSTM,1.0
32066,FL,TSTM,1.0
32067,FL,TSTM,1.0
32068,FL,TSTM,1.0
32071,FL,TSTM,1.0
32073,FL,TSTM,1.0
32080,FL,TSTM,1.0
32081,FL,TSTM,1.0
32082,FL,TSTM,1.0
32083,FL,TSTM,1.0
32084,FL,TSTM,1.0
32085,FL,TSTM,1.0
32086,FL,TSTM,1.0
32087,FL,TSTM,1.0
32091,FL,TSTM,1.0
32092,FL,TSTM,1.0
32094,FL,TSTM,1.0
32095,FL,TSTM,1.0
32096,FL,TSTM,1.0
32097,FL,TSTM,1.0
32102,FL,TSTM,1.0
32110,FL,TSTM,1.0
32112,FL,TSTM,1.0
32113,FL,TSTM,1.0
32114,FL,TSTM,1.0
32115,FL,TSTM,1.0
32117,FL,TSTM,1.0
32118,FL,TSTM,1.0
32119,FL,TSTM,1.0
32120,FL,TSTM,1.0
32121,FL,TSTM,1.0
32122,FL,TSTM,1.0
32124,FL,TSTM,1.0
32125,FL,TSTM,1.0
32126,FL,TSTM,1.0
32127,FL,TSTM,1.0
32128,FL,TSTM,1.0
32129,FL,TSTM,1.0
32130,FL,TSTM,1.0
32131,FL,TSTM,1.0
32132,FL,TSTM,1.0
32134,FL,TSTM,1.0
32135,FL,TSTM,1.0
32136,FL,TSTM,1.0
32137,FL,TSTM,1.0
32139,FL,TSTM,1.0
32140,FL,TSTM,1.0
32141,FL,TSTM,1.0
32145,FL,TSTM,1.0
32148,FL,TSTM,1.0
32158,FL,TSTM,1.0
32159,FL,TSTM,1.0
32162,FL,TSTM,1.0
32163,FL,TSTM,1.0
32164,FL,TSTM,1.0
32168,FL,TSTM,1.0
32169,FL,TSTM,1.0
32170,FL,TSTM,1.0
32173,FL,TSTM,1.0
32174,FL,TSTM,1.0
32175,FL,TSTM,1.0
32176,FL,TSTM,1.0
32177,FL,TSTM,1.0
32178,FL,TSTM,1.0
32179,FL,TSTM,1.0
32180,FL,TSTM,1.0
32181,FL,TSTM,1.0
32187,FL,TSTM,1.0
32189,FL,TSTM,1.0
32190,FL,TSTM,1.0
32193,FL,TSTM,1.0
32195,FL,TSTM,1.0
32202,FL,TSTM,1.0
32203,FL,TSTM,1.0
32204,FL,TSTM,1.0
32205,FL,TSTM,1.0
32206,FL,TSTM,1.0
32207,FL,TSTM,1.0
32208,FL,TSTM,1.0
32209,FL,TSTM,1.0
32210,FL,TSTM,1.0
32211,FL,TSTM,1.0
32212,FL,TSTM,1.0
32216,FL,TSTM,1.0
32217,FL,TSTM,1.0
32218,FL,TSTM,1.0
32219,FL,TSTM,1.0
32220,FL,TSTM,1.0
32221,FL,TSTM,1.0
32222,FL,TSTM,1.0
32223,FL,TSTM,1.0
32224,FL,TSTM,1.0
32225,FL,TSTM,1.0
32226,FL,TSTM,1.0
32227,FL,TSTM,1.0
32228,FL,TSTM,1.0
32229,FL,TSTM,1.0
32233,FL,TSTM,1.0
32234,FL,TSTM,1.0
32235,FL,TSTM,1.0
32236,FL,TSTM,1.0
32238,FL,TSTM,1.0
32239,FL,TSTM,1.0
32240,FL,TSTM,1.0
32241,FL,TSTM,1.0
32244,FL,TSTM,1.0
32245,FL,TSTM,1.0
32246,FL,TSTM,1.0
32247,FL,TSTM,1.0
32250,FL,TSTM,1.0
32254,FL,TSTM,1.0
32255,FL,TSTM,1.0
32256,FL,TSTM,1.0
32257,FL,TSTM,1.0
32258,FL,TSTM,1.0
32259,FL,TSTM,1.0
32260,FL,TSTM,1.0
32266,FL,TSTM,1.0
32277,FL,TSTM,1.0
32301,FL,TSTM,1.0
32302,FL,TSTM,1.0
32303,FL,TSTM,1.0
32304,FL,TSTM,1.0
32305,FL,TSTM,1.0
32308,FL,TSTM,1.0
32309,FL,TSTM,1.0
32310,FL,TSTM,1.0
32311,FL,TSTM,1.0
32312,FL,TSTM,1.0
32314,FL,TSTM,1.0
32315,FL,TSTM,1.0
32316,FL,TSTM,1.0
32317,FL,TSTM,1.0
32318,FL,TSTM,1.0
32320,FL,TSTM,1.0
32321,FL,TSTM,1.0
32322,FL,TSTM,1.0
32324,FL,TSTM,1.0
32326,FL,TSTM,1.0
32327,FL,TSTM,1.0
32328,FL,TSTM,1.0
32331,FL,TSTM,1.0
32332,FL,TSTM,1.0
32333,FL,TSTM,1.0
32334,FL,TSTM,1.0
32336,FL,TSTM,1.0
32340,FL,TSTM,1.0
32343,FL,TSTM,1.0
32344,FL,TSTM,1.0
32345,FL,TSTM,1.0
32346,FL,TSTM,1.0
32347,FL,TSTM,1.0
32348,FL,TSTM,1.0
32350,FL,TSTM,1.0
32351,FL,TSTM,1.0
32352,FL,TSTM,1.0
32358,FL,TSTM,1.0
32359,FL,TSTM,1.0
32360,FL,TSTM,1.0
32362,FL,TSTM,1.0
32401,FL,TSTM,1.0
32402,FL,TSTM,1.0
32403,FL,TSTM,1.0
32404,FL,TSTM,1.0
32405,FL,TSTM,1.0
32406,FL,TSTM,1.0
32407,FL,TSTM,1.0
32408,FL,TSTM,1.0
32409,FL,TSTM,1.0
32411,FL,TSTM,1.0
32413,FL,TSTM,1.0
32417,FL,TSTM,1.0
32420,FL,TSTM,1.0
32421,FL,TSTM,1.0
32423,FL,TSTM,1.0
32424,FL,TSTM,1.0
32425,FL,TSTM,1.0
32426,FL,TSTM,1.0
32427,FL,TSTM,1.0
32428,FL,TSTM,1.0
32430,FL,TSTM,1.0
32431,FL,TSTM,1.0
32433,FL,TSTM,1.0
32435,FL,TSTM,1.0
32437,FL,TSTM,1.0
32438,FL,TSTM,1.0
32439,FL,TSTM,1.0
32440,FL,TSTM,1.0
32442,FL,TSTM,1.0
32443,FL,TSTM,1.0
32444,FL,TSTM,1.0
32445,FL,TSTM,1.0
32446,FL,TSTM,1.0
32447,FL,TSTM,1.0
32448,FL,TSTM,1.0
32449,FL,TSTM,1.0
32455,FL,TSTM,1.0
32456,FL,TSTM,1.0
32459,FL,TSTM,1.0
32460,FL,TSTM,1.0
32461,FL,TSTM,1.0
32462,FL,TSTM,1.0
32464,FL,TSTM,1.0
32465,FL,TSTM,1.0
32466,FL,TSTM,1.0
32501,FL,TSTM,1.0
32502,FL,TSTM,1.0
32503,FL,TSTM,1.0
32504,FL,TSTM,1.0
32505,FL,TSTM,1.0
32506,FL,TSTM,1.0
32507,FL,TSTM,1.0
32508,FL,TSTM,1.0
32513,FL,TSTM,1.0
32514,FL,TSTM,1.0
32516,FL,TSTM,1.0
32522,FL,TSTM,1.0
32523,FL,TSTM,1.0
32524,FL,TSTM,1.0
32526,FL,TSTM,1.0
32530,FL,TSTM,1.0
32531,FL,TSTM,1.0
32533,FL,TSTM,1.0
32534,FL,TSTM,1.0
32535,FL,TSTM,1.0
32536,FL,TSTM,1.0
32539,FL,TSTM,1.0
32540,FL,TSTM,1.0
32541,FL,TSTM,1.0
32542,FL,TSTM,1.0
32544,FL,TSTM,1.0
32547,FL,TSTM,1.0
32548,FL,TSTM,1.0
32549,FL,TSTM,1.0
32550,FL,TSTM,1.0
32560,FL,TSTM,1.0
32561,FL,TSTM,1.0
32562,FL,TSTM,1.0
32563,FL,TSTM,1.0
32564,FL,TSTM,1.0
32565,FL,TSTM,1.0
32566,FL,TSTM,1.0
32567,FL,TSTM,1.0
32568,FL,TSTM,1.0
32569,FL,TSTM,1.0
32570,FL,TSTM,1.0
32571,FL,TSTM,1.0
32572,FL,TSTM,1.0
32577,FL,TSTM,1.0
32578,FL,TSTM,1.0
32579,FL,TSTM,1.0
32580,FL,TSTM,1.0
32583,FL,TSTM,1.0
32588,FL,TSTM,1.0
32591,FL,TSTM,1.0
32601,FL,TSTM,1.0
32603,FL,TSTM,1.0
32604,FL,TSTM,1.0
32605,FL,TSTM,1.0
32606,FL,TSTM,1.0
32607,FL,TSTM,1.0
32608,FL,TSTM,1.0
32609,FL,TSTM,1.0
32614,FL,TSTM,1.0
32615,FL,TSTM,1.0
32616,FL,TSTM,1.0
32617,FL,TSTM,1.0
32618,FL,TSTM,1.0
32619,FL,TSTM,1.0
32621,FL,TSTM,1.0
32622,FL,TSTM,1.0
32625,FL,TSTM,1.0
