NAMELSAD,STUSPS,category,event_index
Kings County,CA,TSTM,1.0
Crawford County,GA,TSTM,1.0
Washington County,TX,TSTM,1.0
Douglas County,MO,TSTM,1.0
Alcona County,MI,TSTM,1.0
Placer County,CA,TSTM,1.0
Searcy County,AR,MRGL,2.0
Warren County,TN,TSTM,1.0
Clark County,IL,TSTM,1.0
Robertson County,KY,TSTM,1.0
Lake County,TN,TSTM,1.0
Garland County,AR,MRGL,2.0
Mills County,TX,TSTM,1.0
Webster County,MO,TSTM,1.0
Okeechobee County,FL,TSTM,1.0
Union County,GA,TSTM,1.0
Black Hawk County,IA,TSTM,1.0
Sabine County,TX,MRGL,2.0
Pike County,OH,TSTM,1.0
Tuscaloosa County,AL,TSTM,1.0
Wilcox County,AL,TSTM,1.0
Montgomery County,MS,TSTM,1.0
Rock Island County,IL,TSTM,1.0
Sevier County,AR,MRGL,2.0
Cass County,IN,TSTM,1.0
Carroll County,IN,TSTM,1.0
Washakie County,WY,TSTM,1.0
Jefferson County,AR,MRGL,2.0
Lincoln County,AR,TSTM,1.0
Vernon County,WI,TSTM,1.0
Iron County,MO,TSTM,1.0
Hopkins County,TX,MRGL,2.0
Houston County,TX,TSTM,1.0
Montgomery County,IN,TSTM,1.0
Lee County,KY,TSTM,1.0
Bexar County,TX,TSTM,1.0
Mayes County,OK,TSTM,1.0
Jefferson Davis Parish,LA,MRGL,2.0
Coal County,OK,TSTM,1.0
Gibson County,IN,TSTM,1.0
Kendall County,IL,TSTM,1.0
Montrose County,CO,TSTM,1.0
Kenosha County,WI,TSTM,1.0
Eagle County,CO,TSTM,1.0
San Miguel County,CO,TSTM,1.0
St. Johns County,FL,TSTM,1.0
Choctaw County,MS,TSTM,1.0
Grundy County,MO,TSTM,1.0
Lake County,MI,TSTM,1.0
Ottawa County,MI,TSTM,1.0
Cook County,IL,TSTM,1.0
Gallatin County,IL,TSTM,1.0
Haywood County,TN,TSTM,1.0
Tippah County,MS,TSTM,1.0
Elmore County,ID,TSTM,1.0
Pike County,MO,TSTM,1.0
Scott County,MO,TSTM,1.0
Adams County,OH,TSTM,1.0
Erath County,TX,TSTM,1.0
DeSoto County,FL,TSTM,1.0
Barry County,MI,TSTM,1.0
Stone County,MO,TSTM,1.0
Clarke County,IA,TSTM,1.0
Fayette County,IA,TSTM,1.0
Marin County,CA,TSTM,1.0
Rusk County,TX,MRGL,2.0
Warren County,IA,TSTM,1.0
Van Wert County,OH,TSTM,1.0
Glades County,FL,TSTM,1.0
Meriwether County,GA,TSTM,1.0
Coryell County,TX,TSTM,1.0
Adair County,IA,TSTM,1.0
Chattahoochee County,GA,TSTM,1.0
Mariposa County,CA,TSTM,1.0
Howard County,MO,TSTM,1.0
Marion County,OR,TSTM,1.0
Milwaukee County,WI,TSTM,1.0
Pickaway County,OH,TSTM,1.0
Lawrence County,TN,TSTM,1.0
Antrim County,MI,TSTM,1.0
Lee County,IL,TSTM,1.0
Jackson County,MI,TSTM,1.0
Comal County,TX,TSTM,1.0
Aransas County,TX,TSTM,1.0
Berrien County,GA,TSTM,1.0
Vermillion County,IN,TSTM,1.0
Roscommon County,MI,TSTM,1.0
Manatee County,FL,TSTM,1.0
Pearl River County,MS,TSTM,1.0
Perry County,MS,TSTM,1.0
Calhoun County,FL,TSTM,1.0
Kenton County,KY,TSTM,1.0
Chickasaw County,IA,TSTM,1.0
DeKalb County,IL,TSTM,1.0
Luce County,MI,TSTM,1.0
Carter County,OK,TSTM,1.0
Bolivar County,MS,TSTM,1.0
Lafayette Parish,LA,MRGL,2.0
Stark County,IL,TSTM,1.0
Napa County,CA,TSTM,1.0
Washington County,MO,TSTM,1.0
San Jacinto County,TX,TSTM,1.0
Dubuque County,IA,TSTM,1.0
Adams County,IL,TSTM,1.0
Champaign County,OH,TSTM,1.0
Iroquois County,IL,TSTM,1.0
Poweshiek County,IA,TSTM,1.0
Fayette County,GA,TSTM,1.0
Kendall County,TX,TSTM,1.0
McCurtain County,OK,MRGL,2.0
Tift County,GA,TSTM,1.0
Converse County,WY,TSTM,1.0
Marshall County,AL,TSTM,1.0
Union County,TN,TSTM,1.0
Ford County,IL,TSTM,1.0
Shasta County,CA,TSTM,1.0
Vermilion Parish,LA,MRGL,2.0
Randolph County,AR,TSTM,1.0
East Carroll Parish,LA,TSTM,1.0
East Feliciana Parish,LA,MRGL,2.0
St. Bernard Parish,LA,MRGL,2.0
Wharton County,TX,TSTM,1.0
Madison County,KY,TSTM,1.0
Blount County,TN,TSTM,1.0
Escambia County,AL,TSTM,1.0
Haralson County,GA,TSTM,1.0
Douglas County,IL,TSTM,1.0
Waushara County,WI,TSTM,1.0
Izard County,AR,MRGL,2.0
Miller County,MO,TSTM,1.0
Platte County,MO,TSTM,1.0
Buchanan County,MO,TSTM,1.0
Limestone County,AL,TSTM,1.0
Henry County,IN,TSTM,1.0
Ottawa County,OH,TSTM,1.0
Shelby County,IA,TSTM,1.0
Benton County,IA,TSTM,1.0
Owsley County,KY,TSTM,1.0
Cole County,MO,TSTM,1.0
Berrien County,MI,TSTM,1.0
Montmorency County,MI,TSTM,1.0
Oscoda County,MI,TSTM,1.0
St. Clair County,IL,TSTM,1.0
Washington County,IL,TSTM,1.0
Scott County,AR,MRGL,2.0
Karnes County,TX,TSTM,1.0
Chester County,TN,TSTM,1.0
Scott County,IL,TSTM,1.0
Millard County,UT,TSTM,1.0
Kaufman County,TX,TSTM,1.0
Ogemaw County,MI,TSTM,1.0
Jackson County,TN,TSTM,1.0
Richland County,IL,TSTM,1.0
Blount County,AL,TSTM,1.0
Duval County,TX,TSTM,1.0
Ralls County,MO,TSTM,1.0
Johnson County,TX,TSTM,1.0
Clay County,GA,TSTM,1.0
Coos County,OR,TSTM,1.0
Franklin County,TX,MRGL,2.0
Atoka County,OK,MRGL,2.0
Menard County,IL,TSTM,1.0
Bartow County,GA,TSTM,1.0
Lake County,FL,TSTM,1.0
Okmulgee County,OK,TSTM,1.0
Fulton County,IN,TSTM,1.0
Jefferson County,WA,TSTM,1.0
Winona County,MN,TSTM,1.0
Warren County,MS,TSTM,1.0
Andrew County,MO,TSTM,1.0
Montgomery County,MO,TSTM,1.0
Cherokee County,KS,TSTM,1.0
Clay County,KY,TSTM,1.0
Linn County,OR,TSTM,1.0
Lafayette County,WI,TSTM,1.0
Waupaca County,WI,TSTM,1.0
Ozark County,MO,TSTM,1.0
Waller County,TX,TSTM,1.0
Monroe County,AL,TSTM,1.0
Calhoun County,GA,TSTM,1.0
Clark County,OH,TSTM,1.0
Maverick County,TX,TSTM,1.0
Early County,GA,TSTM,1.0
Kleberg County,TX,TSTM,1.0
Porter County,IN,TSTM,1.0
Newton County,MS,TSTM,1.0
Moore County,TN,TSTM,1.0
Pinellas County,FL,TSTM,1.0
Hamilton County,IL,TSTM,1.0
Perry County,AR,MRGL,2.0
Delta County,CO,TSTM,1.0
Wayne County,IA,TSTM,1.0
Marion County,AL,TSTM,1.0
Bowie County,TX,MRGL,2.0
Marion County,MO,TSTM,1.0
Jackson County,IA,TSTM,1.0
Garfield County,CO,TSTM,1.0
Ray County,MO,TSTM,1.0
Lowndes County,AL,TSTM,1.0
Linn County,IA,TSTM,1.0
Trinity County,CA,TSTM,1.0
Muscogee County,GA,TSTM,1.0
Tallahatchie County,MS,TSTM,1.0
Atchison County,KS,TSTM,1.0
Miami County,OH,TSTM,1.0
Seminole County,OK,TSTM,1.0
Mendocino County,CA,TSTM,1.0
Sweetwater County,WY,TSTM,1.0
Ozaukee County,WI,TSTM,1.0
Sheboygan County,WI,TSTM,1.0
Caldwell County,TX,TSTM,1.0
Coosa County,AL,TSTM,1.0
Butler County,MO,TSTM,1.0
Iberville Parish,LA,MRGL,2.0
Sharkey County,MS,TSTM,1.0
Douglas County,NV,TSTM,1.0
Franklin County,FL,TSTM,1.0
Greene County,IN,TSTM,1.0
Rush County,IN,TSTM,1.0
Washington County,WI,TSTM,1.0
Laclede County,MO,TSTM,1.0
Craighead County,AR,TSTM,1.0
Saline County,MO,TSTM,1.0
White County,IL,TSTM,1.0
De Witt County,IL,TSTM,1.0
Pasco County,FL,TSTM,1.0
Sumter County,FL,TSTM,1.0
Vanderburgh County,IN,TSTM,1.0
Franklin County,MO,TSTM,1.0
Stewart County,TN,TSTM,1.0
Portage County,WI,TSTM,1.0
Fond du Lac County,WI,TSTM,1.0
Kewaunee County,WI,TSTM,1.0
Elliott County,KY,TSTM,1.0
Chariton County,MO,TSTM,1.0
Rio Blanco County,CO,TSTM,1.0
Malheur County,OR,TSTM,1.0
Putnam County,IL,TSTM,1.0
Macon County,TN,TSTM,1.0
Cleburne County,AR,MRGL,2.0
Pike County,AL,TSTM,1.0
Hot Spring County,AR,MRGL,2.0
Schuyler County,IL,TSTM,1.0
Mono County,CA,TSTM,1.0
Tuolumne County,CA,TSTM,1.0
Crisp County,GA,TSTM,1.0
Columbia County,AR,MRGL,2.0
Solano County,CA,TSTM,1.0
Clayton County,IA,TSTM,1.0
Titus County,TX,MRGL,2.0
Richland Parish,LA,MRGL,2.0
St. Martin Parish,LA,MRGL,2.0
Sumter County,AL,TSTM,1.0
Winston County,AL,TSTM,1.0
Seminole County,FL,TSTM,1.0
Forrest County,MS,TSTM,1.0
Ingham County,MI,TSTM,1.0
Shawnee County,KS,TSTM,1.0
Johnson County,IN,TSTM,1.0
Talladega County,AL,TSTM,1.0
Langlade County,WI,TSTM,1.0
Real County,TX,TSTM,1.0
Carson City,NV,TSTM,1.0
Dallas County,IA,TSTM,1.0
Sumter County,GA,TSTM,1.0
Wayne County,MO,TSTM,1.0
Carbon County,WY,TSTM,1.0
Stephenson County,IL,TSTM,1.0
Lapeer County,MI,TSTM,1.0
Claiborne Parish,LA,MRGL,2.0
Yalobusha County,MS,TSTM,1.0
Kalkaska County,MI,TSTM,1.0
Evangeline Parish,LA,MRGL,2.0
Hardeman County,TN,TSTM,1.0
Clarke County,MS,TSTM,1.0
Marion County,IA,TSTM,1.0
Cedar County,MO,TSTM,1.0
Ouachita County,AR,MRGL,2.0
Darke County,OH,TSTM,1.0
Tillamook County,OR,TSTM,1.0
Coweta County,GA,TSTM,1.0
Simpson County,MS,TSTM,1.0
Stone County,MS,TSTM,1.0
Contra Costa County,CA,TSTM,1.0
Carroll County,TN,TSTM,1.0
Owen County,IN,TSTM,1.0
Bollinger County,MO,TSTM,1.0
Union County,IL,TSTM,1.0
Kankakee County,IL,TSTM,1.0
Marion County,GA,TSTM,1.0
Randolph County,MO,TSTM,1.0
Hays County,TX,TSTM,1.0
Medina County,TX,TSTM,1.0
Mason County,MI,TSTM,1.0
Beaufort County,SC,TSTM,1.0
Rock County,WI,TSTM,1.0
Clinton County,IN,TSTM,1.0
Clinton County,IL,TSTM,1.0
Rankin County,MS,TSTM,1.0
Lane County,OR,TSTM,1.0
Shiawassee County,MI,TSTM,1.0
Bradford County,FL,TSTM,1.0
Marion County,MS,TSTM,1.0
George County,MS,TSTM,1.0
Jo Daviess County,IL,TSTM,1.0
Hancock County,IN,TSTM,1.0
Williamson County,IL,TSTM,1.0
Fayette County,KY,TSTM,1.0
Hancock County,KY,TSTM,1.0
Wayne County,TN,TSTM,1.0
Victoria County,TX,TSTM,1.0
St. Clair County,MI,TSTM,1.0
Randolph County,IN,TSTM,1.0
Kane County,UT,TSTM,1.0
Crawford County,WI,TSTM,1.0
Jackson County,AL,TSTM,1.0
Mahaska County,IA,TSTM,1.0
Daviess County,KY,TSTM,1.0
Powell County,KY,TSTM,1.0
Jasper County,MO,TSTM,1.0
Henry County,GA,TSTM,1.0
Graves County,KY,TSTM,1.0
McMinn County,TN,TSTM,1.0
Livingston County,MI,TSTM,1.0
Pontotoc County,OK,TSTM,1.0
Tyler County,TX,MRGL,2.0
Van Buren County,TN,TSTM,1.0
Atkinson County,GA,TSTM,1.0
Duval County,FL,TSTM,1.0
Falls County,TX,TSTM,1.0
Yell County,AR,MRGL,2.0
Jessamine County,KY,TSTM,1.0
Monroe County,KY,TSTM,1.0
Greene County,OH,TSTM,1.0
Willacy County,TX,TSTM,1.0
Baldwin County,AL,TSTM,1.0
Appanoose County,IA,TSTM,1.0
Talbot County,GA,TSTM,1.0
Jefferson County,IN,TSTM,1.0
Oregon County,MO,TSTM,1.0
Houston County,TN,TSTM,1.0
Vigo County,IN,TSTM,1.0
Elkhart County,IN,TSTM,1.0
Martin County,FL,TSTM,1.0
Dawson County,GA,TSTM,1.0
Monroe County,AR,TSTM,1.0
Dallas County,MO,TSTM,1.0
Dixie County,FL,TSTM,1.0
Tuscola County,MI,TSTM,1.0
St. Landry Parish,LA,MRGL,2.0
Giles County,TN,TSTM,1.0
Lucas County,OH,TSTM,1.0
Mississippi County,AR,TSTM,1.0
Floyd County,IN,TSTM,1.0
Grant County,KY,TSTM,1.0
Taylor County,KY,TSTM,1.0
Graham County,NC,TSTM,1.0
Humphreys County,TN,TSTM,1.0
Mason County,IL,TSTM,1.0
Washington County,AR,MRGL,2.0
Henderson County,TX,TSTM,1.0
Sequatchie County,TN,TSTM,1.0
Walker County,TX,TSTM,1.0
Oceana County,MI,TSTM,1.0
Alpine County,CA,TSTM,1.0
Galveston County,TX,TSTM,1.0
Bullock County,AL,TSTM,1.0
Livingston County,IL,TSTM,1.0
Preble County,OH,TSTM,1.0
Harris County,TX,TSTM,1.0
Autauga County,AL,TSTM,1.0
Camden County,GA,TSTM,1.0
Washtenaw County,MI,TSTM,1.0
LaGrange County,IN,TSTM,1.0
Peach County,GA,TSTM,1.0
Oconto County,WI,TSTM,1.0
Nacogdoches County,TX,MRGL,2.0
Forest County,WI,TSTM,1.0
Guadalupe County,TX,TSTM,1.0
Roane County,TN,TSTM,1.0
Clallam County,WA,TSTM,1.0
Van Buren County,IA,TSTM,1.0
Monroe County,MS,TSTM,1.0
Escambia County,FL,TSTM,1.0
Tarrant County,TX,TSTM,1.0
Jackson County,TX,TSTM,1.0
Love County,OK,TSTM,1.0
Macon County,AL,TSTM,1.0
Wayne County,IL,TSTM,1.0
Osage County,MO,TSTM,1.0
Kane County,IL,TSTM,1.0
El Dorado County,CA,TSTM,1.0
Douglas County,OR,TSTM,1.0
Newton County,AR,MRGL,2.0
Pointe Coupee Parish,LA,MRGL,2.0
St. Clair County,AL,TSTM,1.0
Scott County,MS,TSTM,1.0
Dougherty County,GA,TSTM,1.0
Harrison County,IN,TSTM,1.0
Catoosa County,GA,TSTM,1.0
LaSalle Parish,LA,MRGL,2.0
Monroe County,FL,TSTM,1.0
Highland County,OH,TSTM,1.0
Yolo County,CA,TSTM,1.0
Sevier County,UT,TSTM,1.0
Choctaw County,AL,TSTM,1.0
Knox County,IN,TSTM,1.0
Hardin County,IL,TSTM,1.0
Frio County,TX,TSTM,1.0
Johnson County,IA,TSTM,1.0
Garfield County,UT,TSTM,1.0
Calhoun County,AR,MRGL,2.0
Henderson County,KY,TSTM,1.0
Holmes County,MS,TSTM,1.0
Oktibbeha County,MS,TSTM,1.0
Webster Parish,LA,MRGL,2.0
Hillsdale County,MI,TSTM,1.0
Logan County,KY,TSTM,1.0
Cullman County,AL,TSTM,1.0
Douglas County,GA,TSTM,1.0
Gasconade County,MO,TSTM,1.0
Butler County,KY,TSTM,1.0
Campbell County,WY,TSTM,1.0
Cross County,AR,TSTM,1.0
Phillips County,AR,TSTM,1.0
St. James Parish,LA,MRGL,2.0
Yuba County,CA,TSTM,1.0
Shelby County,AL,TSTM,1.0
Ouray County,CO,TSTM,1.0
Pulaski County,IN,TSTM,1.0
Benzie County,MI,TSTM,1.0
St. Charles County,MO,TSTM,1.0
San Benito County,CA,TSTM,1.0
Brown County,KS,TSTM,1.0
Wheeler County,GA,TSTM,1.0
Holt County,MO,TSTM,1.0
Columbia County,OR,TSTM,1.0
Washington County,UT,TSTM,1.0
Big Horn County,MT,TSTM,1.0
Covington County,MS,TSTM,1.0
Brown County,IN,TSTM,1.0
Clark County,IN,TSTM,1.0
Boyle County,KY,TSTM,1.0
Estill County,KY,TSTM,1.0
Colorado County,TX,TSTM,1.0
Grundy County,IL,TSTM,1.0
Evans County,GA,TSTM,1.0
Wise County,TX,TSTM,1.0
Webster County,GA,TSTM,1.0
Gwinnett County,GA,TSTM,1.0
Green County,WI,TSTM,1.0
Franklin County,AR,MRGL,2.0
Montgomery County,TN,TSTM,1.0
Wright County,IA,TSTM,1.0
Shelby County,TX,MRGL,2.0
Crawford County,MO,TSTM,1.0
Plaquemines Parish,LA,MRGL,2.0
Pontotoc County,MS,TSTM,1.0
Morehouse Parish,LA,MRGL,2.0
Bullitt County,KY,TSTM,1.0
Dallas County,AL,TSTM,1.0
Comanche County,TX,TSTM,1.0
Yazoo County,MS,TSTM,1.0
Outagamie County,WI,TSTM,1.0
Lafayette County,MO,TSTM,1.0
Crawford County,AR,MRGL,2.0
Burnet County,TX,TSTM,1.0
Ste. Genevieve County,MO,TSTM,1.0
McDonough County,IL,TSTM,1.0
Montgomery County,IA,TSTM,1.0
Jackson County,AR,TSTM,1.0
Rapides Parish,LA,MRGL,2.0
Cass County,TX,MRGL,2.0
Henry County,TN,TSTM,1.0
Adams County,WI,TSTM,1.0
Clark County,MO,TSTM,1.0
Boone County,KY,TSTM,1.0
Washington County,KY,TSTM,1.0
Avoyelles Parish,LA,MRGL,2.0
Tate County,MS,TSTM,1.0
Worth County,MO,TSTM,1.0
Gratiot County,MI,TSTM,1.0
Union County,IA,TSTM,1.0
Massac County,IL,TSTM,1.0
Carlisle County,KY,TSTM,1.0
Natrona County,WY,TSTM,1.0
Worth County,GA,TSTM,1.0
Morgan County,IN,TSTM,1.0
Ellis County,TX,TSTM,1.0
Pierce County,GA,TSTM,1.0
Grant County,IN,TSTM,1.0
Flagler County,FL,TSTM,1.0
Lawrence County,MS,TSTM,1.0
Winn Parish,LA,MRGL,2.0
Henry County,IL,TSTM,1.0
Lincoln County,OR,TSTM,1.0
Pike County,GA,TSTM,1.0
Stewart County,GA,TSTM,1.0
Clay County,AR,TSTM,1.0
Faulkner County,AR,MRGL,2.0
Delaware County,OK,TSTM,1.0
Keokuk County,IA,TSTM,1.0
Greene County,IL,TSTM,1.0
Troup County,GA,TSTM,1.0
Humboldt County,CA,TSTM,1.0
Dickson County,TN,TSTM,1.0
St. Joseph County,IN,TSTM,1.0
Vernon Parish,LA,MRGL,2.0
Baxter County,AR,MRGL,2.0
