NAMELSAD,STUSPS,category,event_index
Attala County,MS,TSTM,1.0
Story County,IA,TSTM,1.0
Cooke County,TX,TSTM,1.0
Phelps County,MO,TSTM,1.0
Prentiss County,MS,TSTM,1.0
Whitley County,KY,TSTM,1.0
Starke County,IN,TSTM,1.0
Williamson County,TX,TSTM,1.0
Mitchell County,IA,TSTM,1.0
Catahoula Parish,LA,MRGL,2.0
Marathon County,WI,TSTM,1.0
Wexford County,MI,TSTM,1.0
Hickory County,MO,TSTM,1.0
Barry County,MO,TSTM,1.0
Little River County,AR,MRGL,2.0
Lyon County,NV,TSTM,1.0
Lee County,FL,TSTM,1.0
Josephine County,OR,TSTM,1.0
Pike County,MS,MRGL,2.0
Coffee County,TN,TSTM,1.0
Ohio County,KY,TSTM,1.0
Colquitt County,GA,TSTM,1.0
Randolph County,IL,TSTM,1.0
Ada County,ID,TSTM,1.0
Marion County,OH,TSTM,1.0
Pike County,IL,TSTM,1.0
Woodford County,IL,TSTM,1.0
Pickens County,AL,TSTM,1.0
Perry County,IL,TSTM,1.0
Grundy County,IA,TSTM,1.0
Routt County,CO,TSTM,1.0
Colusa County,CA,TSTM,1.0
Johnson County,IL,TSTM,1.0
Copiah County,MS,TSTM,1.0
Van Zandt County,TX,TSTM,1.0
Piute County,UT,TSTM,1.0
Mason County,KY,TSTM,1.0
Bay County,FL,TSTM,1.0
Lauderdale County,AL,TSTM,1.0
Fountain County,IN,TSTM,1.0
Shelby County,IL,TSTM,1.0
Fayette County,IL,TSTM,1.0
Wayne County,GA,TSTM,1.0
Johnston County,OK,TSTM,1.0
Polk County,MO,TSTM,1.0
Winneshiek County,IA,TSTM,1.0
Bracken County,KY,TSTM,1.0
Florence County,WI,TSTM,1.0
Winnebago County,IL,TSTM,1.0
Carter County,KY,TSTM,1.0
Boone County,AR,MRGL,2.0
Grimes County,TX,TSTM,1.0
Genesee County,MI,TSTM,1.0
Assumption Parish,LA,MRGL,2.0
Calhoun County,MS,TSTM,1.0
Greene County,MS,TSTM,1.0
Custer County,MT,TSTM,1.0
Ogle County,IL,TSTM,1.0
Del Norte County,CA,TSTM,1.0
Pushmataha County,OK,MRGL,2.0
Presque Isle County,MI,TSTM,1.0
Tipton County,IN,TSTM,1.0
Wagoner County,OK,TSTM,1.0
Ashley County,AR,MRGL,2.0
Desha County,AR,TSTM,1.0
Perry County,TN,TSTM,1.0
Caldwell County,MO,TSTM,1.0
Putnam County,FL,TSTM,1.0
Crawford County,IN,TSTM,1.0
Lewis County,MO,TSTM,1.0
Moultrie County,IL,TSTM,1.0
Hopkins County,KY,TSTM,1.0
Bell County,KY,TSTM,1.0
St. Francis County,AR,TSTM,1.0
Echols County,GA,TSTM,1.0
Jefferson County,FL,TSTM,1.0
Amite County,MS,MRGL,2.0
Montgomery County,AR,MRGL,2.0
Calhoun County,MI,TSTM,1.0
Cleburne County,AL,TSTM,1.0
Polk County,IA,TSTM,1.0
Liberty County,GA,TSTM,1.0
Navarro County,TX,TSTM,1.0
Brooks County,TX,TSTM,1.0
Williamson County,TN,TSTM,1.0
Cass County,IL,TSTM,1.0
Rockdale County,GA,TSTM,1.0
De Soto Parish,LA,MRGL,2.0
Fresno County,CA,TSTM,1.0
Barbour County,AL,TSTM,1.0
Sangamon County,IL,TSTM,1.0
Craig County,OK,TSTM,1.0
Cumberland County,TN,TSTM,1.0
Otsego County,MI,TSTM,1.0
Emery County,UT,TSTM,1.0
Cherokee County,OK,TSTM,1.0
Hunt County,TX,MRGL,2.0
Wood County,TX,MRGL,2.0
Cherokee County,NC,TSTM,1.0
Mecosta County,MI,TSTM,1.0
Lafayette County,FL,TSTM,1.0
Breathitt County,KY,TSTM,1.0
Ripley County,MO,TSTM,1.0
Tazewell County,IL,TSTM,1.0
Sharp County,AR,TSTM,1.0
Warren County,MO,TSTM,1.0
Warren County,KY,TSTM,1.0
Caddo Parish,LA,MRGL,2.0
Marshall County,IA,TSTM,1.0
Switzerland County,IN,TSTM,1.0
Hickman County,KY,TSTM,1.0
Geneva County,AL,TSTM,1.0
LaSalle County,IL,TSTM,1.0
Delaware County,IA,TSTM,1.0
Davis County,IA,TSTM,1.0
Boise County,ID,TSTM,1.0
Monroe County,WI,TSTM,1.0
Hamilton County,FL,TSTM,1.0
Delaware County,IN,TSTM,1.0
Levy County,FL,TSTM,1.0
Hancock County,MS,MRGL,2.0
Wilcox County,GA,TSTM,1.0
Red River Parish,LA,MRGL,2.0
Knox County,TN,TSTM,1.0
Smith County,MS,TSTM,1.0
Payette County,ID,TSTM,1.0
Floyd County,IA,TSTM,1.0
McCracken County,KY,TSTM,1.0
Union County,KY,TSTM,1.0
Hardin County,TN,TSTM,1.0
Washington Parish,LA,MRGL,2.0
Stoddard County,MO,TSTM,1.0
Dooly County,GA,TSTM,1.0
Claiborne County,TN,TSTM,1.0
Montague County,TX,TSTM,1.0
Racine County,WI,TSTM,1.0
Shawano County,WI,TSTM,1.0
Audubon County,IA,TSTM,1.0
Pittsburg County,OK,MRGL,2.0
Dodge County,WI,TSTM,1.0
Jones County,IA,TSTM,1.0
Pulaski County,MO,TSTM,1.0
Dale County,AL,TSTM,1.0
Madera County,CA,TSTM,1.0
Gentry County,MO,TSTM,1.0
Daggett County,UT,TSTM,1.0
Santa Clara County,CA,TSTM,1.0
Adair County,MO,TSTM,1.0
Vermilion County,IL,TSTM,1.0
St. Louis County,MO,TSTM,1.0
Boone County,IL,TSTM,1.0
Tehama County,CA,TSTM,1.0
Dane County,WI,TSTM,1.0
Sabine Parish,LA,MRGL,2.0
Morgan County,IL,TSTM,1.0
Pulaski County,GA,TSTM,1.0
Rhea County,TN,TSTM,1.0
Leslie County,KY,TSTM,1.0
Marshall County,IL,TSTM,1.0
Lyon County,KY,TSTM,1.0
Overton County,TN,TSTM,1.0
Huron County,MI,TSTM,1.0
Iosco County,MI,TSTM,1.0
Coffee County,GA,TSTM,1.0
Ware County,GA,TSTM,1.0
Jefferson Parish,LA,MRGL,2.0
St. Tammany Parish,LA,MRGL,2.0
Hardin County,IA,TSTM,1.0
Cameron Parish,LA,MRGL,2.0
Clinton County,OH,TSTM,1.0
Boone County,IA,TSTM,1.0
Polk County,TX,MRGL,2.0
Calumet County,WI,TSTM,1.0
Knox County,KY,TSTM,1.0
Ionia County,MI,TSTM,1.0
Obion County,TN,TSTM,1.0
Calloway County,KY,TSTM,1.0
Robertson County,TN,TSTM,1.0
Jackson County,KY,TSTM,1.0
East Baton Rouge Parish,LA,MRGL,2.0
Claiborne County,MS,MRGL,2.0
Kent County,MI,TSTM,1.0
Appling County,GA,TSTM,1.0
Jasper County,IA,TSTM,1.0
Wayne County,MS,TSTM,1.0
Polk County,FL,TSTM,1.0
Tallapoosa County,AL,TSTM,1.0
Pottawattamie County,IA,TSTM,1.0
Wright County,MO,TSTM,1.0
Lee County,TX,TSTM,1.0
Fulton County,GA,TSTM,1.0
Cherokee County,TX,MRGL,2.0
Audrain County,MO,TSTM,1.0
Jefferson County,WI,TSTM,1.0
Greene County,AR,TSTM,1.0
Pacific County,WA,TSTM,1.0
Hood County,TX,TSTM,1.0
Ballard County,KY,TSTM,1.0
San Augustine County,TX,MRGL,2.0
Storey County,NV,TSTM,1.0
Schley County,GA,TSTM,1.0
Madison County,TX,TSTM,1.0
San Joaquin County,CA,TSTM,1.0
Winston County,MS,TSTM,1.0
Henry County,KY,TSTM,1.0
Mercer County,KY,TSTM,1.0
Lewis County,KY,TSTM,1.0
Humphreys County,MS,TSTM,1.0
Clarke County,AL,TSTM,1.0
Trigg County,KY,TSTM,1.0
Houston County,AL,TSTM,1.0
Bryan County,GA,TSTM,1.0
St. Lucie County,FL,TSTM,1.0
Marshall County,KY,TSTM,1.0
Clinch County,GA,TSTM,1.0
Lowndes County,GA,TSTM,1.0
Macomb County,MI,TSTM,1.0
Turner County,GA,TSTM,1.0
Jasper County,IL,TSTM,1.0
Milam County,TX,TSTM,1.0
Spencer County,IN,TSTM,1.0
Hart County,KY,TSTM,1.0
Lincoln County,KY,TSTM,1.0
Okaloosa County,FL,TSTM,1.0
Alameda County,CA,TSTM,1.0
Calhoun County,IL,TSTM,1.0
Kosciusko County,IN,TSTM,1.0
Noxubee County,MS,TSTM,1.0
Woodruff County,AR,TSTM,1.0
Polk County,OR,TSTM,1.0
Taylor County,IA,TSTM,1.0
Washington County,AL,TSTM,1.0
Defiance County,OH,TSTM,1.0
Marion County,IL,TSTM,1.0
Randolph County,GA,TSTM,1.0
Nueces County,TX,TSTM,1.0
Warren County,IL,TSTM,1.0
Madison County,AL,TSTM,1.0
Wilson County,TN,TSTM,1.0
Camp County,TX,MRGL,2.0
Page County,IA,TSTM,1.0
Jefferson County,KS,TSTM,1.0
Iberia Parish,LA,MRGL,2.0
Grainger County,TN,TSTM,1.0
Freestone County,TX,TSTM,1.0
Crenshaw County,AL,TSTM,1.0
Jeff Davis County,GA,TSTM,1.0
White County,AR,MRGL,2.0
Leflore County,MS,TSTM,1.0
Cooper County,MO,TSTM,1.0
Dickinson County,MI,TSTM,1.0
Will County,IL,TSTM,1.0
Clay County,MO,TSTM,1.0
Coahoma County,MS,TSTM,1.0
Boone County,IN,TSTM,1.0
Des Moines County,IA,TSTM,1.0
Scott County,IA,TSTM,1.0
Columbia County,FL,TSTM,1.0
Holmes County,FL,TSTM,1.0
Harrison County,MS,TSTM,1.0
Bradley County,TN,TSTM,1.0
Marion County,TX,MRGL,2.0
Liberty County,TX,TSTM,1.0
Nevada County,CA,TSTM,1.0
Pulaski County,KY,TSTM,1.0
Jasper County,TX,MRGL,2.0
Beaver County,UT,TSTM,1.0
Murray County,GA,TSTM,1.0
Jay County,IN,TSTM,1.0
Montcalm County,MI,TSTM,1.0
Collier County,FL,TSTM,1.0
Ben Hill County,GA,TSTM,1.0
Lee County,AR,TSTM,1.0
Baker County,FL,TSTM,1.0
Lanier County,GA,TSTM,1.0
Calhoun County,AL,TSTM,1.0
Jackson County,MS,TSTM,1.0
Campbell County,KY,TSTM,1.0
Cumberland County,KY,TSTM,1.0
Panola County,MS,TSTM,1.0
Chambers County,TX,MRGL,2.0
Quitman County,GA,TSTM,1.0
Hardin County,TX,MRGL,2.0
Sandusky County,OH,TSTM,1.0
Pulaski County,IL,TSTM,1.0
Okfuskee County,OK,TSTM,1.0
Saginaw County,MI,TSTM,1.0
Madison County,IL,TSTM,1.0
Collin County,TX,TSTM,1.0
Sarasota County,FL,TSTM,1.0
Marquette County,WI,TSTM,1.0
Sullivan County,MO,TSTM,1.0
Brazoria County,TX,TSTM,1.0
Montgomery County,OH,TSTM,1.0
Conway County,AR,MRGL,2.0
Nodaway County,MO,TSTM,1.0
Bay County,MI,TSTM,1.0
Shelby County,TN,TSTM,1.0
Butte County,CA,TSTM,1.0
Bastrop County,TX,TSTM,1.0
Brown County,WI,TSTM,1.0
Natchitoches Parish,LA,MRGL,2.0
Terrebonne Parish,LA,MRGL,2.0
Irwin County,GA,TSTM,1.0
Arenac County,MI,TSTM,1.0
Lee County,IA,TSTM,1.0
Emmet County,MI,TSTM,1.0
Laurel County,KY,TSTM,1.0
Meigs County,TN,TSTM,1.0
Taney County,MO,TSTM,1.0
Taylor County,GA,TSTM,1.0
Le Flore County,OK,MRGL,2.0
Linn County,MO,TSTM,1.0
Montgomery County,GA,TSTM,1.0
Limestone County,TX,TSTM,1.0
Grays Harbor County,WA,TSTM,1.0
Denton County,TX,TSTM,1.0
Red River County,TX,MRGL,2.0
Matagorda County,TX,TSTM,1.0
Monroe County,IL,TSTM,1.0
Grayson County,KY,TSTM,1.0
Palo Pinto County,TX,TSTM,1.0
Heard County,GA,TSTM,1.0
Lawrence County,AL,TSTM,1.0
Marshall County,MS,TSTM,1.0
Bienville Parish,LA,MRGL,2.0
Walker County,GA,TSTM,1.0
Iowa County,IA,TSTM,1.0
Butler County,IA,TSTM,1.0
Cowlitz County,WA,TSTM,1.0
Live Oak County,TX,TSTM,1.0
Moniteau County,MO,TSTM,1.0
Merced County,CA,TSTM,1.0
Howard County,AR,MRGL,2.0
Nevada County,AR,MRGL,2.0
Uvalde County,TX,TSTM,1.0
Auglaize County,OH,TSTM,1.0
Bossier Parish,LA,MRGL,2.0
Magoffin County,KY,TSTM,1.0
Callaway County,MO,TSTM,1.0
Albany County,WY,TSTM,1.0
Suwannee County,FL,TSTM,1.0
Cheboygan County,MI,TSTM,1.0
Gladwin County,MI,TSTM,1.0
Montgomery County,KY,TSTM,1.0
Larue County,KY,TSTM,1.0
Taylor County,FL,TSTM,1.0
Alexander County,IL,TSTM,1.0
Jefferson County,MO,TSTM,1.0
Lincoln County,MO,TSTM,1.0
Chatham County,GA,TSTM,1.0
Union County,FL,TSTM,1.0
Atascosa County,TX,TSTM,1.0
Texas County,MO,TSTM,1.0
Pulaski County,AR,MRGL,2.0
Tulare County,CA,TSTM,1.0
Clay County,FL,TSTM,1.0
Hamilton County,OH,TSTM,1.0
Lincoln County,NV,TSTM,1.0
Buchanan County,IA,TSTM,1.0
DuPage County,IL,TSTM,1.0
Wilson County,TX,TSTM,1.0
Madison County,FL,TSTM,1.0
Sullivan County,IN,TSTM,1.0
Brooks County,GA,TSTM,1.0
Telfair County,GA,TSTM,1.0
Monroe County,MI,TSTM,1.0
White County,IN,TSTM,1.0
Noble County,IN,TSTM,1.0
Livingston County,KY,TSTM,1.0
Miller County,GA,TSTM,1.0
Lincoln County,TN,TSTM,1.0
Shelby County,KY,TSTM,1.0
Davidson County,TN,TSTM,1.0
Uintah County,UT,TSTM,1.0
Clay County,IN,TSTM,1.0
Morgan County,MO,TSTM,1.0
Jennings County,IN,TSTM,1.0
Twin Falls County,ID,TSTM,1.0
Saline County,IL,TSTM,1.0
Kalamazoo County,MI,TSTM,1.0
Johnson County,WY,TSTM,1.0
Daviess County,IN,TSTM,1.0
Grand Traverse County,MI,TSTM,1.0
Allen Parish,LA,MRGL,2.0
Bledsoe County,TN,TSTM,1.0
Todd County,KY,TSTM,1.0
Weakley County,TN,TSTM,1.0
Greene County,MO,TSTM,1.0
Stanislaus County,CA,TSTM,1.0
Morgan County,AL,TSTM,1.0
Breckinridge County,KY,TSTM,1.0
Grenada County,MS,TSTM,1.0
Simpson County,KY,TSTM,1.0
Osceola County,FL,TSTM,1.0
Grant County,AR,MRGL,2.0
Benton County,AR,TSTM,1.0
Marion County,FL,TSTM,1.0
Choctaw County,OK,MRGL,2.0
Starr County,TX,TSTM,1.0
Effingham County,GA,TSTM,1.0
Richland County,WI,TSTM,1.0
Lamar County,AL,TSTM,1.0
Marshall County,TN,TSTM,1.0
Madison County,AR,MRGL,2.0
Sheridan County,WY,TSTM,1.0
Crawford County,MI,TSTM,1.0
Russell County,AL,TSTM,1.0
Lake County,IL,TSTM,1.0
Dallas County,AR,MRGL,2.0
Jackson County,CO,TSTM,1.0
Owyhee County,ID,TSTM,1.0
Wood County,WI,TSTM,1.0
Cobb County,GA,TSTM,1.0
Carter County,MO,TSTM,1.0
Bryan County,OK,MRGL,2.0
Cerro Gordo County,IA,TSTM,1.0
Greene County,IA,TSTM,1.0
Rowan County,KY,TSTM,1.0
Wayne County,UT,TSTM,1.0
Cape Girardeau County,MO,TSTM,1.0
Mississippi County,MO,TSTM,1.0
Cleveland County,AR,MRGL,2.0
Dallas County,TX,TSTM,1.0
DeKalb County,IN,TSTM,1.0
Ouachita Parish,LA,MRGL,2.0
St. John the Baptist Parish,LA,MRGL,2.0
St. Helena Parish,LA,MRGL,2.0
Schuyler County,MO,TSTM,1.0
Franklin County,AL,TSTM,1.0
Carroll County,KY,TSTM,1.0
Mackinac County,MI,TSTM,1.0
Tishomingo County,MS,TSTM,1.0
Hill County,TX,TSTM,1.0
Polk County,TN,TSTM,1.0
Macoupin County,IL,TSTM,1.0
Ross County,OH,TSTM,1.0
Whiteside County,IL,TSTM,1.0
Latimer County,OK,MRGL,2.0
Howell County,MO,TSTM,1.0
Jefferson County,KY,TSTM,1.0
Logan County,IL,TSTM,1.0
Winnebago County,WI,TSTM,1.0
Fulton County,KY,TSTM,1.0
Midland County,MI,TSTM,1.0
Quitman County,MS,TSTM,1.0
Hardin County,KY,TSTM,1.0
Jefferson County,IL,TSTM,1.0
Lawrence County,IL,TSTM,1.0
Howard County,IN,TSTM,1.0
Pike County,IN,TSTM,1.0
Christian County,KY,TSTM,1.0
Eaton County,MI,TSTM,1.0
Wapello County,IA,TSTM,1.0
Cass County,MI,TSTM,1.0
Wilkinson County,MS,MRGL,2.0
Leake County,MS,TSTM,1.0
Clay County,MS,TSTM,1.0
Franklin County,MS,MRGL,2.0
Neshoba County,MS,TSTM,1.0
Conecuh County,AL,TSTM,1.0
Dearborn County,IN,TSTM,1.0
Jackson County,IN,TSTM,1.0
Lee County,MS,TSTM,1.0
West Feliciana Parish,LA,MRGL,2.0
Crittenden County,AR,TSTM,1.0
Jackson County,FL,TSTM,1.0
La Salle County,TX,TSTM,1.0
Henry County,IA,TSTM,1.0
Powder River County,MT,TSTM,1.0
Macon County,MO,TSTM,1.0
Austin County,TX,TSTM,1.0
Daviess County,MO,TSTM,1.0
Seminole County,GA,TSTM,1.0
Manistee County,MI,TSTM,1.0
Adams County,IA,TSTM,1.0
Sutter County,CA,TSTM,1.0
Peoria County,IL,TSTM,1.0
Iowa County,WI,TSTM,1.0
Shelby County,MO,TSTM,1.0
Madison County,OH,TSTM,1.0
Champaign County,IL,TSTM,1.0
Edgar County,IL,TSTM,1.0
Hardin County,OH,TSTM,1.0
Missaukee County,MI,TSTM,1.0
Shannon County,MO,TSTM,1.0
Smith County,TX,MRGL,2.0
Tulsa County,OK,TSTM,1.0
McIntosh County,OK,TSTM,1.0
Robertson County,TX,TSTM,1.0
Gillespie County,TX,TSTM,1.0
Oakland County,MI,TSTM,1.0
Alachua County,FL,TSTM,1.0
Carbon County,UT,TSTM,1.0
Lafayette County,AR,MRGL,2.0
Hardee County,FL,TSTM,1.0
Clermont County,OH,TSTM,1.0
Yamhill County,OR,TSTM,1.0
Louisa County,IA,TSTM,1.0
Putnam County,OH,TSTM,1.0
Somervell County,TX,TSTM,1.0
Kenedy County,TX,TSTM,1.0
Perry County,MO,TSTM,1.0
San Saba County,TX,TSTM,1.0
Burleson County,TX,TSTM,1.0
Sunflower County,MS,TSTM,1.0
Bee County,TX,TSTM,1.0
Henderson County,TN,TSTM,1.0
Tama County,IA,TSTM,1.0
Monroe County,IA,TSTM,1.0
Richardson County,NE,TSTM,1.0
Christian County,IL,TSTM,1.0
Nassau County,FL,TSTM,1.0
Washington County,FL,TSTM,1.0
Baker County,GA,TSTM,1.0
Thomas County,GA,TSTM,1.0
Anderson County,KY,TSTM,1.0
Oldham County,KY,TSTM,1.0
Cherokee County,GA,TSTM,1.0
Osceola County,MI,TSTM,1.0
McNairy County,TN,TSTM,1.0
Dade County,MO,TSTM,1.0
St. Mary Parish,LA,MRGL,2.0
Lafourche Parish,LA,MRGL,2.0
Muscatine County,IA,TSTM,1.0
Santa Rosa County,FL,TSTM,1.0
Martin County,IN,TSTM,1.0
Rockcastle County,KY,TSTM,1.0
Trimble County,KY,TSTM,1.0
Chattooga County,GA,TSTM,1.0
Scotland County,MO,TSTM,1.0
Decatur County,GA,TSTM,1.0
Wayne County,IN,TSTM,1.0
Barren County,KY,TSTM,1.0
Amador County,CA,TSTM,1.0
Fentress County,TN,TSTM,1.0
Branch County,MI,TSTM,1.0
Trinity County,TX,TSTM,1.0
Mitchell County,GA,TSTM,1.0
McCreary County,KY,TSTM,1.0
Pendleton County,KY,TSTM,1.0
Spencer County,KY,TSTM,1.0
Saline County,AR,MRGL,2.0
Jefferson County,MS,MRGL,2.0
Treasure County,MT,TSTM,1.0
Clark County,KY,TSTM,1.0
Allegan County,MI,TSTM,1.0
Benton County,TN,TSTM,1.0
Pickett County,TN,TSTM,1.0
Shelby County,IN,TSTM,1.0
Iron County,UT,TSTM,1.0
Sanpete County,UT,TSTM,1.0
Brevard County,FL,TSTM,1.0
Monroe County,IN,TSTM,1.0
Lucas County,IA,TSTM,1.0
Woodford County,KY,TSTM,1.0
Jasper County,SC,TSTM,1.0
Marinette County,WI,TSTM,1.0
Clark County,WA,TSTM,1.0
Miami County,IN,TSTM,1.0
West Carroll Parish,LA,MRGL,2.0
Liberty County,FL,TSTM,1.0
McLean County,KY,TSTM,1.0
Adams County,MS,MRGL,2.0
Itawamba County,MS,TSTM,1.0
Franklin County,KY,TSTM,1.0
Franklin County,TN,TSTM,1.0
Concordia Parish,LA,MRGL,2.0
Livingston Parish,LA,MRGL,2.0
Madison County,IN,TSTM,1.0
Murray County,OK,TSTM,1.0
Yellowstone County,MT,TSTM,1.0
Lake County,CA,TSTM,1.0
Grady County,GA,TSTM,1.0
San Juan County,UT,TSTM,1.0
Putnam County,IN,TSTM,1.0
Gooding County,ID,TSTM,1.0
Tipton County,TN,TSTM,1.0
West Baton Rouge Parish,LA,MRGL,2.0
Putnam County,MO,TSTM,1.0
Grant County,WI,TSTM,1.0
Plumas County,CA,TSTM,1.0
Marion County,IN,TSTM,1.0
Chicot County,AR,TSTM,1.0
Bibb County,GA,TSTM,1.0
Pope County,AR,MRGL,2.0
Gregg County,TX,MRGL,2.0
Marion County,AR,MRGL,2.0
St. Francois County,MO,TSTM,1.0
Curry County,OR,TSTM,1.0
Clinton County,MO,TSTM,1.0
Prairie County,AR,MRGL,2.0
Bradley County,AR,MRGL,2.0
Hamilton County,TX,TSTM,1.0
Anderson County,TN,TSTM,1.0
Bacon County,GA,TSTM,1.0
Wood County,OH,TSTM,1.0
Knox County,IL,TSTM,1.0
Cannon County,TN,TSTM,1.0
Menifee County,KY,TSTM,1.0
Charlevoix County,MI,TSTM,1.0
Seneca County,OH,TSTM,1.0
Tattnall County,GA,TSTM,1.0
San Mateo County,CA,TSTM,1.0
Williams County,OH,TSTM,1.0
Union County,OH,TSTM,1.0
Lavaca County,TX,TSTM,1.0
Madison Parish,LA,MRGL,2.0
Whitfield County,GA,TSTM,1.0
McHenry County,IL,TSTM,1.0
Petroleum County,MT,TSTM,1.0
Carroll County,MO,TSTM,1.0
Crockett County,TN,TSTM,1.0
Hamilton County,IA,TSTM,1.0
Warren County,OH,TSTM,1.0
Spalding County,GA,TSTM,1.0
Vernon County,MO,TSTM,1.0
Parke County,IN,TSTM,1.0
Franklin County,IA,TSTM,1.0
Butts County,GA,TSTM,1.0
Bosque County,TX,TSTM,1.0
Carroll County,IL,TSTM,1.0
Cheatham County,TN,TSTM,1.0
Elmore County,AL,TSTM,1.0
Lumpkin County,GA,TSTM,1.0
Bremer County,IA,TSTM,1.0
Goliad County,TX,TSTM,1.0
Indian River County,FL,TSTM,1.0
Rains County,TX,MRGL,2.0
Drew County,AR,TSTM,1.0
Benton County,MO,TSTM,1.0
Pike County,AR,MRGL,2.0
Mesa County,CO,TSTM,1.0
Dent County,MO,TSTM,1.0
Morris County,TX,MRGL,2.0
Leavenworth County,KS,TSTM,1.0
Muskegon County,MI,TSTM,1.0
Hinds County,MS,TSTM,1.0
Lampasas County,TX,TSTM,1.0
St. Clair County,MO,TSTM,1.0
Mercer County,MO,TSTM,1.0
Mason County,WA,TSTM,1.0
Pettis County,MO,TSTM,1.0
Upshur County,TX,MRGL,2.0
Haskell County,OK,MRGL,2.0
Whitley County,IN,TSTM,1.0
Siskiyou County,CA,TSTM,1.0
Orleans Parish,LA,MRGL,2.0
Jefferson County,AL,TSTM,1.0
Walker County,AL,TSTM,1.0
DeKalb County,MO,TSTM,1.0
Gadsden County,FL,TSTM,1.0
Dade County,GA,TSTM,1.0
DeSoto County,MS,TSTM,1.0
Edwards County,IL,TSTM,1.0
Madison County,TN,TSTM,1.0
Randolph County,AL,TSTM,1.0
Union County,AR,MRGL,2.0
Henderson County,IL,TSTM,1.0
Montgomery County,AL,TSTM,1.0
Marion County,KY,TSTM,1.0
Jones County,MS,TSTM,1.0
Columbia County,WI,TSTM,1.0
Fayette County,IN,TSTM,1.0
Bibb County,AL,TSTM,1.0
Lauderdale County,MS,TSTM,1.0
Houston County,GA,TSTM,1.0
Delta County,MI,TSTM,1.0
Sebastian County,AR,MRGL,2.0
Santa Cruz County,CA,TSTM,1.0
McIntosh County,GA,TSTM,1.0
Monroe County,GA,TSTM,1.0
Dunklin County,MO,TSTM,1.0
Forsyth County,GA,TSTM,1.0
San Patricio County,TX,TSTM,1.0
Walthall County,MS,MRGL,2.0
Monroe County,MO,TSTM,1.0
Isabella County,MI,TSTM,1.0
Fleming County,KY,TSTM,1.0
Clark County,WI,TSTM,1.0
Adams County,IN,TSTM,1.0
Ascension Parish,LA,MRGL,2.0
Acadia Parish,LA,MRGL,2.0
Guthrie County,IA,TSTM,1.0
Washington County,IA,TSTM,1.0
Glynn County,GA,TSTM,1.0
Webb County,TX,TSTM,1.0
Jefferson Davis County,MS,TSTM,1.0
Washington County,IN,TSTM,1.0
Blanco County,TX,TSTM,1.0
Dyer County,TN,TSTM,1.0
Gibson County,TN,TSTM,1.0
Lawrence County,AR,TSTM,1.0
Lincoln County,ID,TSTM,1.0
Juneau County,WI,TSTM,1.0
Scott County,TN,TSTM,1.0
Caldwell County,KY,TSTM,1.0
Decatur County,TN,TSTM,1.0
Blackford County,IN,TSTM,1.0
Etowah County,AL,TSTM,1.0
Camas County,ID,TSTM,1.0
Maury County,TN,TSTM,1.0
Waukesha County,WI,TSTM,1.0
Garrard County,KY,TSTM,1.0
Hendricks County,IN,TSTM,1.0
Jackson County,IL,TSTM,1.0
Grand County,UT,TSTM,1.0
Fayette County,TN,TSTM,1.0
St. Charles Parish,LA,MRGL,2.0
Poinsett County,AR,TSTM,1.0
Gulf County,FL,TSTM,1.0
Chilton County,AL,TSTM,1.0
Newton County,TX,MRGL,2.0
Coffee County,AL,TSTM,1.0
Shelby County,OH,TSTM,1.0
Canyon County,ID,TSTM,1.0
Leon County,FL,TSTM,1.0
Covington County,AL,TSTM,1.0
Lawrence County,IN,TSTM,1.0
Casey County,KY,TSTM,1.0
Metcalfe County,KY,TSTM,1.0
Russell County,KY,TSTM,1.0
Beauregard Parish,LA,MRGL,2.0
Meade County,KY,TSTM,1.0
Nelson County,KY,TSTM,1.0
Owen County,KY,TSTM,1.0
Pemiscot County,MO,TSTM,1.0
Menominee County,WI,TSTM,1.0
Panola County,TX,MRGL,2.0
Bath County,KY,TSTM,1.0
Anderson County,TX,TSTM,1.0
Glenn County,CA,TSTM,1.0
St. Louis city,MO,TSTM,1.0
Fannin County,GA,TSTM,1.0
Thurston County,WA,TSTM,1.0
Allamakee County,IA,TSTM,1.0
Cameron County,TX,TSTM,1.0
Montgomery County,TX,TSTM,1.0
Llano County,TX,TSTM,1.0
Mason County,TX,TSTM,1.0
Houston County,MN,TSTM,1.0
Nicholas County,KY,TSTM,1.0
Manitowoc County,WI,TSTM,1.0
Door County,WI,TSTM,1.0
Grand County,CO,TSTM,1.0
Jim Wells County,TX,TSTM,1.0
Henry County,AL,TSTM,1.0
Wyandot County,OH,TSTM,1.0
Zapata County,TX,TSTM,1.0
Lee County,GA,TSTM,1.0
Lewis County,TN,TSTM,1.0
Washington County,OR,TSTM,1.0
Travis County,TX,TSTM,1.0
Hillsborough County,FL,TSTM,1.0
Charlotte County,FL,TSTM,1.0
Cass County,IA,TSTM,1.0
Mercer County,OH,TSTM,1.0
Jackson County,KS,TSTM,1.0
Franklin Parish,LA,MRGL,2.0
Webster County,MS,TSTM,1.0
New Madrid County,MO,TSTM,1.0
Hempstead County,AR,MRGL,2.0
Camden County,MO,TSTM,1.0
Webster County,KY,TSTM,1.0
Lenawee County,MI,TSTM,1.0
Gilmer County,GA,TSTM,1.0
Madison County,MS,TSTM,1.0
